timestamp,datetime,is_buy,input_amount_adjusted,output_amount_adjusted,price,erg_liquidity,token_liquidity,volume_erg,tx_id,price_ma_5,price_ma_20,volume_ma_5,returns,volatility,price_momentum_5,volume_momentum_5,bb_middle_5,bb_std_5,bb_upper_5,bb_lower_5,bb_position_5,price_momentum_20,volume_momentum_20,bb_middle_20,bb_std_20,bb_upper_20,bb_lower_20,bb_position_20,price_momentum_50,volume_momentum_50,bb_middle_50,bb_std_50,bb_upper_50,bb_lower_50,bb_position_50
1736706253889,2025-01-12 13:24:13.889,False,202766.0,2.0,9.86358659735853e-06,149.338504622,14982623,2.0,8adb39f68a98a39670a1e55a1d3417f849e8c1e6c696a19655f32edf4ebbc30e,41620.68766091062,,1.6117175320000001,0.027479952260240692,,0.02290653594126546,0.33333333333333326,41620.68766091062,56996.63911807227,155613.96589705517,-72372.59057523392,0.3174423602204551,,,,,,,,,,,,,,
1736710951900,2025-01-12 14:42:31.900,True,1.014565279,102805.0,101329.11319548519,148.323939343,15085428,1.014565279,9f3c44e474458e95f52d2419a057254deb99aeeaa653cb743e37621852d34cc9,61886.51029804611,,1.6146305878,10273049482.097876,,10331516380.411669,0.014565278999999931,61886.51029804611,56510.53903142995,174907.588360906,-51134.56776481379,0.6744922432765239,,,,,,,,,,,,,,
1736711230149,2025-01-12 14:47:10.149,False,200111.0,2.0,9.99445307854141e-06,150.323939343,14885317,2.0,dc509686e2b3b19abe037ea75ffca658907354227e7cc6fe7efd7bd9db651b1f,41293.200058001195,,1.7094810064000001,-0.9999999999013665,,-0.999999999902935,0.31083253716041304,41293.200058001195,56559.067238517775,154411.33453503676,-71824.93441903435,0.3174775413380346,,,,,,,,,,,,,,
1736711626188,2025-01-12 14:53:46.188,True,1.014821435,101489.0,100006.7563610341,149.309117908,14986806,1.014821435,34f3dc702ac8d218501734abf1f25473d77de679796aa08a2e65622e065314ff,40267.173917195425,,1.6058773428,10006226010.081448,,-0.048794774576634725,-0.3379468186326454,40267.173917195425,55140.08075449827,150547.33542619197,-70012.98759180111,0.7708537130631841,,,,,,,,,,,,,,
1736774277561,2025-01-13 08:17:57.561,True,2.068779317,211234.0,102105.62251091955,147.240338591,15198040,2.068779317,526e1c283fa74fdcf884925c093d7326a5a40543afdc64aa888c486d090cfa3d,60688.29841745938,,1.6196332062,0.02098724352491077,,10636240590.339977,0.034389658500000087,60688.29841745938,55405.66492505092,171499.62826756123,-50123.03143264246,0.6868821723802374,,,,,,,,,,,,,,
1736790016543,2025-01-13 12:40:16.543,True,1.014389259,105761.0,104260.76485102056,146.225949332,15303801,1.014389259,ed5590b88f99a437368c7f44649a34551189c0ad3b648a5b27fbbad60fd918c8,81540.45138569077,,1.422511058,0.021106989870910642,,10570269121.891018,-0.49280537049999995,81540.45138569077,45608.60574932621,172757.66288434318,-9676.760112961652,0.6245396186314326,,,,,,,,,,,,,,
1736830437851,2025-01-13 23:53:57.851,True,66.349101231,15000000.0,226076.91320152525,57.511991014,27963127,66.349101231,6aac6d5585f12b027a3b5851363c2d9a18b0fbd49a45bed4f5c0f9501a6e0883,106490.01138689878,,14.4894182484,1.168379577155119,,1.2311150869876388,64.39658177184675,106490.01138689878,80167.59727336578,266825.20593363035,-53845.183159832784,0.8729277971461578,,,,,,,,,,,,,,
1736830588674,2025-01-13 23:56:28.674,False,5770286.0,15.0,2.5995245296333665e-06,72.511991014,22192841,15.0,f44abba1655e130c66cc53ca8ce2339ebfc262d2cfbf7ca63d720eae725cf767,106490.0113854198,,17.0894182484,-0.9999999999885016,,-0.7399032734252686,6.5,106490.0113854198,80167.59727582152,266825.20593706286,-53845.18316622324,0.16791442240549234,,,,,,,,,,,,,,
1736831050156,2025-01-14 00:04:10.156,False,897722.0,3.0,3.3417917796377945e-06,155.511989177,45779721,3.0,422f6dd00e634c95d30d572137ee54b628cdddfabce7d09a92cc6a23718e1d9f,86488.66011388134,57130.30735661574,17.4864539614,0.28553962139727007,,-0.9999999999665843,1.956185094769899,86488.66011388134,93548.37555633948,273585.4112265603,-100608.09099879762,0.2688664832601722,,,57130.30735661574,64564.370986495356,186259.04932960647,-71998.43461637497,0.27878547223350303,,,,,,,
1736831328261,2025-01-14 00:08:48.261,False,4015868.0,15.0,3.73518253089992e-06,170.511989177,41763853,15.0,c4743fd6446d9cad415ed6deef477c306a75efd9e4e6a6f92ddd10728dd6677a,66067.53561244447,52154.76588592956,20.072698098,0.11771851066817929,5211348129.457315,-0.9999999999634185,6.250652535405253,66067.53561244447,100195.4108985807,266458.3574096059,-134323.2861847169,0.3351532894166584,-0.9999999999624646,8.859846495507432,52154.76588592956,64959.600856916775,182073.96759976313,-77764.43582790399,0.29927999404940525,,,,,,,
