token_name,current_price,price_ma_5,price_ma_20,volume_ma_5,price_volatility,recent_trades,buy_pressure,last_trade,erg_liquidity,token_liquidity,rsi_14,market_impact,liquidity_imbalance,price_momentum_5,bb_position_5,volume_imbalance_5,trade_sign_imbalance_5,price_momentum_20,bb_position_20,volume_imbalance_20,trade_sign_imbalance_20,price_momentum_50,bb_position_50,volume_imbalance_50,trade_sign_imbalance_50
Mew Fund #18 ERG/rsDIS LP,4.73175020183796e-11,4.681837672824708e-11,4.677252838765119e-11,613.8701602044,0.0,6,0.0,2025-01-15 16:55:15,9192.07212756,9223177773173569748,,0.0023539037483106943,2.1062554141694515e-05,0.016634307305220863,0.6326800180861256,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,-1.0
rsSNEK,247.92472132765474,247.92472132765474,247.92472132765474,1.21004472,0.0,1,1.0,2025-01-08 11:29:16,493.266378156,121370,,,1.6392693868369203e-05,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
💩,3911.456024810252,2266.4840583327805,1964.4962791234311,1.1672439343999998,0.0,16,0.5,2025-01-16 09:05:10,57.851601988,231581177,49.90237076207683,9299502.618505636,6.386658295544931e-11,-0.020224459872090095,0.6985961999360734,-0.062331500259539964,0.19999999999999996,,,0.016634064878596536,0.0,,,0.016634064878596536,0.0
Flux,3.090222602767396,1.4144110570953852,1.3271344270590464,102.8500213568,0.0,8,0.375,2025-01-15 09:25:54,11476.123352389,3565738444807,,0.08682146301809077,1.0414920504840083e-09,7.958292706015856,0.7812103896418475,0.771336591820308,-0.19999999999999996,,,0.768968944880537,-0.25,,,0.768968944880537,-0.25
Shaggy,1314558.3700902134,1314558.3700902134,1314558.3700902134,0.515035327,0.0,1,1.0,2025-01-08 12:27:16,268.396391121,349929419,,,5.834670584047232e-13,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
love,211.27641377725044,210.0000356813986,210.0000356813986,0.15818633299999998,0.0,3,1.0,2025-01-15 01:40:04,35.776243129,7540,,0.1470248437553277,2.245806688310644e-05,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
GluonW GAU,0.022391694797268918,15.509884867912449,15.509884867912449,42.27498780533333,0.0,3,0.6666666666666666,2025-01-16 05:14:32,403.615377096,10293551384,,0.016624069983168434,1.751118357973796e-06,,,0.1799721663717858,0.33333333333333326,,,0.1799721663717858,0.33333333333333326,,,0.1799721663717858,0.33333333333333326
Troll,3.439234125436051e-08,14372772.894071369,14372772.894071369,32.398575386000005,0.0,2,0.5,2025-01-10 13:03:18,1293.754682908,37645058571,,0.08333333333333323,0.9992685434756498,,,0.629613343888404,0.0,,,0.629613343888404,0.0,,,0.629613343888404,0.0
PJs,501.63535207417755,495.9370133166403,495.9370133166403,8.937734284666666,0.0,3,1.0,2025-01-10 07:49:34,1285.665422392,63352367,,0.000818744753753605,4.0455445010854205e-08,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
AHT,11894.84286819479,8794.094599390322,8794.094599390322,7.142385084250001,0.0,4,0.75,2025-01-15 08:17:35,1015.169057743,120847096722,,36652670.432175666,7.062255759458293e-13,,,0.7040751612985953,0.5,,,0.7040751612985953,0.5,,,0.7040751612985953,0.5
EXLE,0.0006672088895389579,0.0006621569995343201,0.0006621569995343201,35.0,0.0,4,0.0,2025-01-11 07:40:10,15140.863687278,227009904308,,0.00014094178036719307,9.996409071158689e-05,,,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,-1.0
heisenbERG,85200.02072935656,85173.24417985474,85173.24417985474,1.397899553,0.0,3,1.0,2025-01-13 19:30:25,7756.493870967,65426591315191,,0.00025875880211761884,1.3914623469969879e-15,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
$BASS,0.07259882274011772,0.07259882274011772,0.07259882274011772,0.07259883,0.0,1,0.0,2025-01-13 06:11:15,276.381145453,38174169511,,,9.972619211618115e-08,,,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,-1.0
EGIO,74518.4650987056,74518.4650987056,74518.4650987056,0.005044598,0.0,1,1.0,2025-01-14 03:28:49,4577.421626335,3397380749995,,,1.8080598177684466e-14,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
COCKMEMETUM,105315.18140119423,105315.18140119423,105315.18140119423,1.036905026,0.0,1,1.0,2025-01-14 03:43:33,24.788115998,2638171050380,,,8.921740545316876e-17,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
ogre,1.066714669395704e-10,1.066714669395704e-10,1.066714669395704e-10,0.1,0.0,1,0.0,2025-01-15 04:13:56,240.904853108,2264463744806,,,0.9973139866461186,,,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,-1.0
Terahertz,6216.30489230953,6216.30489230953,6216.30489230953,1.608672704,0.0,1,1.0,2025-01-15 08:17:35,190.186562213,11887108839,,,2.5737791707254924e-12,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
