token_name,current_price,price_ma_5,price_ma_20,volume_ma_5,price_volatility,recent_trades,buy_pressure,last_trade,erg_liquidity,token_liquidity,rsi_14,market_impact,liquidity_imbalance,price_momentum_5,bb_position_5,volume_imbalance_5,trade_sign_imbalance_5,price_momentum_20,bb_position_20,volume_imbalance_20,trade_sign_imbalance_20,price_momentum_50,bb_position_50,volume_imbalance_50,trade_sign_imbalance_50
heisenbERG,85267.20501355546,85178.92131208887,63794.70891470646,2.0479041054,2904444213.7187986,20,0.75,2025-01-19 07:03:56,7751.46547907,65469467007468,50.0421695021888,0.00015681907076928544,1.3885546735939824e-15,7111018616.175988,0.8647102059433973,1.0,1.0,7095309553.351205,0.6420558277512411,0.6360601848135242,0.5,-0.013076718712259572,0.7791319975719888,-0.43239883030979775,-0.12
Shaggy,1314558.3700902134,789704.7378644189,1065979.2606986365,0.5339776692,527687429110.6161,20,0.8,2025-01-08 12:27:16,268.396391121,349929419,49.65408964413997,0.004974830197074108,5.834670584047232e-13,1727246538887.2668,0.6820106065994478,-0.12364249407454433,0.19999999999999996,0.027044123394728947,0.6135366796251113,0.20375997336197532,0.6000000000000001,,,-0.2618909610221569,0.29729729729729737
Flux,0.32335677176666666,0.8786995117185885,0.9737197262140148,35.0553764678,2.9204173591944236,20,0.25,2025-01-19 10:26:48,11495.524758695,3559738444807,49.901989964075796,0.046149300703485524,9.98685517083846e-09,-0.8922831506653456,0.3876988395479426,0.10773746886070806,-0.6,-0.8713711564259815,0.3546942250187242,0.6718799311964354,-0.5,-0.08964827975028111,0.2906260202317287,0.08372349186147811,-0.19999999999999996
BUNS,4.5948869390702104e-08,9901351.957739173,5700343.02463363,0.5578131584,0.0,11,0.36363636363636365,2025-01-19 10:43:05,1.012896926,2929853258,,0.9999999999999991,0.007523926670902538,1.0979002082590212,0.3863491229975472,-0.32660907842793546,-0.19999999999999996,,,-0.17878585083331933,-0.2727272727272727,,,-0.17878585083331933,-0.2727272727272727
OINK,27.708589583524326,22.020368849775856,21.98648654356689,4.381324363199999,304.70161971762803,20,0.8,2025-01-17 23:17:56,936.378288107,2518735,66.5283274762257,0.003883297783340809,1.341696966995371e-05,-0.00435305423248733,0.6157138006940923,-0.2827666857094202,0.6000000000000001,803.9068188117982,0.6267433695896105,-0.2935703275624861,0.6000000000000001,2.009757009939276,0.6698488588799855,0.6315169529881625,0.6000000000000001
Scam,1.2888033558789719e-06,174651.18292058137,174651.18292058137,0.965712301,0.0,2,0.5,2024-08-30 08:56:33,0.729338679,18790601,,1.9999999999926208,0.03011632096645484,,,0.48224745663667384,0.0,,,0.48224745663667384,0.0,,,0.48224745663667384,0.0
GluonW GAU,0.020428937277394265,18.202813431874674,15.313275106257203,35.416073969799996,1293.84738686641,20,0.7,2025-01-18 03:35:04,453.359970663,9174263434,49.99982133000939,3.913529268464103,2.4189460925819203e-06,-0.04243223588372891,0.3174828920266046,-0.15201927900848017,0.19999999999999996,-0.9996817215190911,0.345427465606127,0.0913320043190027,0.3999999999999999,-0.9997793594433279,0.3137721007291213,0.11708143184374262,0.19999999999999996
GluonW GAUC,0.0014968428232718265,126.51074793329485,343.98318832553593,20.070418464600003,162701.9679066726,20,0.5,2025-01-18 03:35:40,655.713621268,973003370,40.89016281705266,0.00319525693760118,0.0004502188367826807,-0.9999977519356512,0.38819657752561065,0.0035085698249991623,0.6000000000000001,-0.12282933909434635,0.26009356155347363,-0.026617465011280046,0.0,,0.2715089502986733,-0.0918685609511802,0.0
Molicoin,0.001,0.001,0.001,0.001,0.0,1,0.0,2024-08-09 03:11:49,1.893915648,2492,,,0.7599982536115569,,,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,-1.0
Ergold,1.9650998270712153e-05,35613.30265947071,26287.78990755084,2.995773628,1546756430.2080052,20,0.55,2025-01-16 22:53:39,59.037778181,2962327,49.99999999896405,0.9999999996133982,1.014173808656076,0.6167417899355068,0.24119827649520376,-0.7624829695576718,0.19999999999999996,-0.6521658675260703,0.25725577176052317,0.3664638083360894,0.10000000000000009,,,-0.000874079283427516,-0.08108108108108103
